ID,Query,Job Title,Description
3221,Machine Learning,Machine Learning/Hadoop Engineer,"Job Description: Looking for an experienced Machine Learning/Hadoop Engineer with good understanding of NLP and distributed data/computing tools. Excels at providing highly creative ideas to a design engagement. A thorough understanding of contemporary user-centered design methodologies and related tools. Key Responsibilities Implement Machine Learning algorithms using open source scripting language Define, prototype PoC, develop, validate and deploy solutions based on Machine Learning models Ability to source, aggregate, mine and analyze data from structured and unstructured sources Good understanding of Natural Language Processing, Knowledge graph, named entity analysis Thorough understanding of statistical concepts (distribution, regression techniques, and statistical tests) Skills: Strong programming skills with Python & packages- Scipy, Scikit-learn, NLTK, Flask etc. Experience with distributed data/computing tools: Map/Reduce, Hadoop, & Spark Strong programming ability with major NLP toolkits – Open NLP/ Stanford etc. Experience in Deep learning- Interest in the latest technologies, industry practices, research, and trends Experience working with Financial Services is highly desired"
3222,Machine Learning, DSP and Machine Learning Audio Engineer,"Scope of Responsibilities/Expectations: The candidate will join a team of DSP engineers to research, develop, and integrate voice enhancement technology, Always On Voice Recognition, and multimedia audio technologies that are needed for Motorola products. Candidate will be responsible for Noise reduction algorithm design and coding, VR engine optimization with noise reduction, Noise reduction design for voice communications as well as Voice Recognition, Creation of simulation environments of VR recognizer front end, and accuracy optimizations for VR engines. Processing lineup optimization and personalization to individual users. His/her responsibilities include analyzing, designing, and prototyping new voice processing algorithms (Echo control / Microphone Noise reduction), integrating, testing and debugging audio algorithm performance, writing and optimizing DSP code in floating point, fixed-point C, and assembly languages to meet real-time constraints, and documenting the audio subsystem. Optimization efforts will include reducing memory and processing cycles (MCPS). Candidate will be responsible for developing multimedia audio enhancements such as non-linear bass enhancement, stereo image separation, implementation of head related transfer functions (HRTF), tone controls, and time-based audio algorithms such as flanging, echo, & reverb. Position Requirements BSEE MSEE / PHD Preferred We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class."
3223,Machine Learning, Machine Learning Expert (Intelligent Algorithms / Big Data / TensorFlow),"Machine learning is one of the most exciting areas in computer science today. Smart machines are already embedded and integral to much of what people do. At the same time, our ability to collect and work with large data sets which fuel ML algorithms has seen tremendous progress over the last decade. At JPMorgan, we have a tremendous opportunity to be at the forefront of the ML revolution. We have the technical problems, we have the data sets, and we have the financial incentives to create deep and effective implementations. As a machine learning expert for the Corporate and Investment Bank, you will be engaged to solve complex business problems with high quality machine learning solutions. You will be called upon to provide expertise drawn from your research and work experience to solve financial technology problems with intelligent algorithms. The ideal candidate will have a deep understanding of the various approaches, algorithms and state of the art practices in machine learning and will maintain focus on delivering commercially impactful solutions to the businesses we support. You will be at the center of prescribing, building and innovating intelligent algorithms. We need a proven dev-to-prod track record with strong potential for growth into an ML leadership position. Responsibilities include: Working closely and seamlessly with core development experts within the team Choosing, extending and innovating ML solutions for various banking problems Building model diagnostics, choice justification paradigms, testing and training approaches Taking ownership for all offered services Minimum Qualifications: Demonstrated expertise in machine learning Demonstrated experience building and deploying solutions Familiarity with a broad set of models across supervised, unsupervised and reinforcement learning Demonstrated ability to innovate on out of the box models 5+ years researching and practicing machine learning Desirable (but not essential): Machine learning tools, like TensorFlow Big data, and big data toolset experience Our Corporate & Investment Bank relies on innovators like you to build and maintain the technology that helps us safely service the world’s important corporations, governments and institutions. You’ll develop solutions for a bank entrusted with holding $18 trillion of assets and $393 billion in deposits. CIB provides strategic advice, raises capital, manages risk, and extends liquidity in markets spanning over 100 countries around the world. When you work at JPMorgan Chase & Co., you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $9.5B+ annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world. At JPMorgan Chase & Co. we value the unique skills of every employee, and we’re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you’re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you."
3224,Machine Learning,Quantitative Researcher- Machine Learning,"About Akuna: Akuna Capital is a young and booming trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions and automation. We specialize in providing liquidity as an options market-maker – meaning we are committed to providing competitive quotes that we are willing to both buy and sell. To do this successfully we design and implement our own low latency technologies, trading strategies and mathematical models. Our Founding Partners, Andrew Killion and Mitchell Skinner, first conceptualized Akuna in their hometown of Sydney. They opened the firm’s first office in 2011 in the heart of the derivatives industry and the options capital of the world – Chicago. Today, Akuna is proud to operate from additional offices in Sydney, Shanghai, and Boston. What you’ll do as a Quantitative Researcher at Akuna: Akuna’s Quantitative Trading and Research team is looking to add Quant Researchers to a team of mathematicians, statisticians and technologists. This team creates trading strategies scientifically by combining its quantitative expertise with a sophisticated understanding of derivatives and financial markets. We are looking for talented researchers who can apply and develop machine learning algorithms to contribute to Akuna’s strategy portfolio. In this role, you will: Develop trading strategies using statistical and machine learning algorithms Design and implement optimization algorithms for portfolio construction Advance existing initiatives and explore opportunities for new research topics Qualities that make great candidates: 2+ years of strong professional work experience in statistics, machine learning or related area Masters or PhD in Statistics, Computer Science, Mathematics or similar Intermediate programming skills in Python (C++ is a plus) Experience working on practical applications with real-world datasets Financial experience is not a requirement"
3225,Machine Learning," Sales Engineer, Machine Learning, Google Cloud","Note: By applying to this position your application is automatically submitted to the following locations: Chicago, IL, USA; New York, NY, USA; Sunnyvale, CA, USA; Cambridge, MA, USA; Seattle, WA, USA; San Francisco, CA, USA The Google Cloud Platform team helps customers transform and evolve their business through the use of Google’s global network, web-scale data centers and software infrastructure. As part of an entrepreneurial team in this rapidly growing business, you will help shape the future of businesses of all sizes use technology to connect with customers, employees and partners. As a Sales Engineer, you will work hand-in-hand with technical Sales teams as a machine learning subject matter expert to differentiate Google Cloud to our customers. You will help prospective customers and partners understand the power of Google Cloud, explaining technical features, helping customers design architectures, and problem-solving any potential roadblocks. You will also have the opportunity to help customers to leverage specialized machine learning (ML) hardware developed by Google, called Tensor Processing Unit (TPU). The TPU is Google’s most advanced ML technology and in this role you will work hand-in-hand with customers and product development to shape the future of the platform. Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. Responsibilities Work with the team to identify and qualify business opportunities, understand key customer technical objections and develop the strategy to resolve technical blockers. Provide in-depth machine learning expertise to support the technical relationship with Google’s customers, including product and solution briefings, proof-of-concept work, and partner directly with product management to prioritize solutions impacting customer adoption to Google Cloud. Work hands-on with customers to demonstrate and prototype Google Cloud product integrations in customer/partner environments. Recommend integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution using best practices on Google Cloud. Travel to customer sites, conferences, and other related events as required. Qualifications Minimum qualifications: BA/BS degree in Computer Science or Electrical Engineering, or equivalent practical experience. 5 years of experience serving in the capacity of a technical sales engineer in a cloud computing environment or equivalent experience in a customer-facing role (including working as a member of a professional services or systems engineering team). Experience with big data and machine learning frameworks such as Tensorflow, Theano or Caffe, as well as numerical programming frameworks such as Python or MATLAB. Experience presenting and delivering technical pitches. Preferred qualifications: Master's degree in Computer Science or other technical field. Experience in and understanding of data and information management - especially as it relates to big data trends and issues within businesses. Experience with building machine learning solutions and leveraging specific machine learning architectures (e.g. deep learning, LSTM, convolutional networks, etc). Experience architecting and developing software or infrastructure for scalable, distributed systems. Ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the Cloud/IT technology space. At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know. To all recruitment agencies: Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes."
3226,Machine Learning, Student Research Collaboration,"Note: By applying to this position your application is automatically submitted to the following locations: Los Angeles, CA, USA; Ann Arbor, MI, USA; Chapel Hill, NC, USA; Kirkland, WA, USA; Portland, OR, USA; Washington, DC, USA; Seattle, WA, USA; Mountain View, CA, USA; Cambridge, MA, USA; Madison, WI, USA; San Francisco, CA, USA; Boulder, CO, USA; San Bruno, CA, USA; New York, NY, USA; Pittsburgh, PA, USA; Chicago, IL, USA Research happens across Google everyday, in many different teams. Our research has already impacted user-facing services across Google including Search, Maps and Google Now. Google AI teams are actively pursuing the next generation of intelligent systems for application to even more Google products. To achieve this, we’re working on projects that utilize the latest techniques in Machine Learning and Artificial Intelligence, and we’re looking for students with a demonstrated research background to contribute to our research. We do research differently here. Research Scientists aren't cloistered in the lab, but instead they work closely with Software Engineers to discover, invent, and build at the largest scale. Ideas may come from internal projects as well as from collaborations with research programs at partner universities and technical institutes all over the world. From creating experiments and prototyping implementations to designing new architectures, Research Scientists and Software Engineers work on challenges in artificial intelligence, machine perception, data mining, machine learning, natural language understanding, and much more. You stay connected to your research roots as a contributor to the wider research community by partnering with universities and publishing papers. There is always more information out there, and our research teams have a quest to find new ways to make it accessible and useful. We're constantly refining our signature search engine to provide better results, and developing and enhancing all other offerings too. We're providing users around the world with great search results every day, but at Google, great just isn't good enough. We're just getting started. Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another. Responsibilities Participate in cutting edge research in machine intelligence and machine learning applications. Develop solutions for real world, large scale problems. Qualifications Minimum qualifications: Must be currently enrolled in a BS, MS or PhD degree program in Computer Science, related technical field or equivalent practical experience, and must be returning to the program after the completion of the internship. Experience (classroom or work related) in Natural Language Understanding, Neural Networks, Computer Vision, Machine Learning, Deep Learning, Algorithmic Foundations of Optimization, Data Science, Data Mining and/or Machine Intelligence (Artificial Intelligence). Experience with one or more general purpose programming languages including: C/C++, Java, MATLAB or Python. Experience with research communities and/or efforts, including publishing papers (being listed as author) at conferences such as NIPS, ICML, ACL, CVPR, etc. Preferred qualifications: Relevant work experience, including full time industry experience or as a researcher in a lab. Strong publication record with four or more publications at conferences such as NIPS, ICML, ACL, CVPR, etc. Ability to design and execute on research agenda. At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know. To all recruitment agencies: Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes."
3227,Machine Learning, Machine Learning Data Scientist,"Machine Learning Data Scientist Description We are looking for a Statistical Machine Learning expert to be a member of our Quantitative Research team. You will be using large data sets to create trading strategies, improve trading, quantitative research and data mining. This work will be challenging, fast-paced, and competitive. You will collaborate with quants and traders to develop and improve trading strategies. Responsibilities Monitor development of new and existing data sets Collaborate with other traders and team Improve existing models with new learning algorithms, alternative feature transformations, feature selection techniques, improved evaluation metrics, and increased model diversity Requirements 2+ years of application development and implementation experience (C++, Python, R or Matlab) 5+ years of machine learning related experience Creative thinkers who are driven, self-motivated, and eager to solve challenging problems Exceptional programming skills Working knowledge of forecasting and data mining techniques, such as linear and non-linear regression analysis, neural networks or support vector machines Capable of managing large data sets and developing statistical models Interested in applying machine learning within trading Masters or PhD in Statistics, Physics, Applied Mathematics Computer Science/Machine Learning, or other highly quantitative field (or related subject) Desire to work within a collaborative, team-driven environment Good communication skills Preferred financial background, but will consider those from non-financial backgrounds. About Wolverine Founded in 1994, the Wolverine companies comprise a number of diversified financial institutions specializing in proprietary trading, asset management, order execution services, and technology solutions. We are recognized as a market leader in derivatives valuation, trading, and value-added order execution across global equity, options, and futures markets. With a focus on innovation, achievement, and integrity, we take pride in serving the interests of both our clients and colleagues. The Wolverine companies are headquartered in Chicago with offices in New York and San Francisco and a proprietary trading affiliate office located in London. Sponsorship is not available for this position. Are you a returning applicant? Previous Applicants: Email: Password: If you do not remember your password click here."
3228,Machine Learning,Machine Learning Data Scientist,"Job Summary The Machine Learning Data Scientist will be primarily responsible for design, execution and delivery of exploratory concepts, rapid prototypes, and pilot solutions designed to test hypothesis and incubate transformative new capabilities by applying Machine Learning, data mining techniques, doing statistical analysis, and building high quality prediction systems. Key activities will consist of optimizing existing and new business process with the use of Machine Learning and data analysis, guiding and approving the appropriate technology to fit the requirements, and building a quick prototype or pilot to support the hypothesis. Primary responsibilities include leading research and development of statistical learning models for data analysis; design and build predictive models and algorithms for experimentation and eventual adaption within the enterprise; documenting and articulating solution architecture and lessons learned for each exploration and accelerated incubation; encouraging new transformative thinking, trail blazing, and facilitate imagination and ideation sessions; maintaining current knowledge of technology landscape and emerging developments; employing practical approach to incubation and eventual platform integration; driving and orchestrating external partner or vendor collaboration to satisfy the needs of any given exploration; working with dedicated Innovation team and with various other Product and Enterprise teams to execute explorations as part of accelerated incubation of new capabilities and ensuring alignment, knowledge transfer and transition of proven concepts and incubated capabilities to Product and to the Enterprise teams across Walgreens Boots Alliance for productization and scaled up operationalization. This role requires an imaginative, creative mind set with substantial hands-on experience in utilizing, exploring and adopting technologies to build viable and innovate solutions, while working within a global team, and adhering to delivery excellence for execution and lifecycle management. The successful candidate will be will be a Data Science and Machine Learning generalist who is experienced and successful with innovation, understands how to adopt their technology in the Enterprise and understands how to move take advantage trends and technologies to test hypotheses, prove feasibility, viability and fail fast. Job Responsibilities Develops algorithms to determine relevant products, drugs, and content to display to users. Develops and maintains the end to end A/B testing plans including strategy, roadmap, and execution. Analyze search patterns and customer behaviors to inform strategies Integrates machine learning techniques for continuous improvement of results. Leads personalization efforts by incorporating customer models and site data. Influences product decisions for internal tools that support search relevancy. Performs as the subject matter expert for the specified functional area and may become actively involved, as required, to meet schedules and resolve problems highly complex in nature. Develops highly complex programs that establish and enhance standards. Develops the specifications of highly complex projects and may perform as implementation project lead. Develops and executes operational activities that have moderate to significant impact on the direction of the specified functional area and/or the organization, and may include responsibilities, such as: Develops the highly- complex or industry- approaches to drive the development of broad reaching strategies. Defining, deploying and institutionalizing functional area research approaches and related knowledge basis. Forecasting and assessing industry trends and their impact on designs and methods of the specified functional area. Establishing research guidelines, best practices and standards. Analyzing, summarizing and presenting results to functional teams and decision makers. Interprets highly complex results and analyzes trends. Identifying and establishing relationships with internal/external partners. Shares complex information related to areas of expertise and/or to gain acceptance of new or enhanced business solutions. ""Evangelizes"" new ideas / solutions to gain acceptance from a wide range of audiences Develops business approaches and new or enhanced processes. Guides and mentors a wide range of audiences. May provide subject matter expertise to the business. May participate in teaching and training members of the work team. Walgreens, one of the nation's largest drugstore chains, is included in the Retail Pharmacy USA Division of Walgreens Boots Alliance, Inc., the first global pharmacy-led, health and wellbeing enterprise. More than 10 million customers interact with Walgreens each day in communities across America, using the most convenient, multichannel access to consumer goods and services and trusted, cost-effective pharmacy, health and wellness services and advice. Walgreens operates 8,175 drugstores with a presence in all 50 states, the District of Columbia, Puerto Rico and the U.S. Virgin Islands. Walgreens omnichannel business includes Walgreens.com. Approximately 400 Walgreens stores offer Healthcare Clinic or other provider retail clinic services. As the neighborhood drugstore and retailer, our goal is to make health and happiness simpler, easier and within reach. And we remain a trusted wellness provider offering convenient access to important health services, such as immunizations and an array of pharmacy services that can help patients improve their health. To our team members, Walgreens represents a unique opportunity to excel in their careers in a welcoming and inclusive environment. We offer the chance to work in a truly supportive environment, and be a part of a progressive organization dedicated to the well-being of our customers, team members and the communities we all call home. Bachler’s degree in a quantitative field such as Computer Science, Statistics or Mathematics and at least 5 years of experience in data science OR a High School Diploma/GED and at least 8 years of experience in data science. Experience establishing & maintaining relationships with individuals at all levels of the organization, in the business community & with vendors. Experience using time management skills such as prioritizing/organizing and tracking details and meeting deadlines of multiple projects with varying completion dates. Experience analyzing and reporting data in order to identify issues, trends, or exceptions to drive improvement of results and find solutions. Experience identifying operational issues and recommending and implementing strategies to resolve problems. Experience with project management (for example: planning, organizing, and managing resources to bring about the successful completion of specific project goals and objectives). Experience leading cross-functional teams. At least 2 years of experience in indirect management of team members, including assisting in the development, training and assignment of work/projects to other team members. Willing to travel up to 10% of the time for business purposes (within state and out of state). PhD At least 8 years of experience in data science Experience in the field of Data Science and Statistical Research, Data Mining and Data Analysis Knowledge of Machine Learning theory Experience with R&D and innovation type activities Experience using query languages such as SQL Experience with R and Python or Java Knowledge of probabilistic and statistical techniques and algorithms, such as k-Nearest Neighbor, Naive Bayes, SVM, Hidden Markov Model Experience with common data science toolkits, such as Weka, Anaconda or others Experience with data visualization tools Experience in working with large data sets using Hadoop, Hive, Pig Experience with NoSQL databases, such as MongoDB, Cassandra, HBase or others Experience with applied statistics skills, such as distributions, statistical testing and regression Experience with pattern recognition, predictive modeling and data mining skills Experience with Machine Learning and Data APIs Knowledge of Cloud environments - like Azure and Google Cloud - within the context of Machine Learning and data Experience with innovation accelerators Global experience Knowledge of Pharmacy or Healthcare industry"
3229,Machine Learning, Retail Associate (Chicago),"The Black Tux is reinventing the formalwear rental industry so guys can show up at their best on the days that matter most. The company designs and manufactures modern rental suits and tuxedos that actually fit—made of 100% wool, ordered online, and delivered for free. Using a combination of machine learning, tailor-trained fit specialists, and industry-leading customer service, The Black Tux guarantees a perfect fit every time. We’re looking for a Retail Associate to join our growing team. The Showroom Associate plays an integral role in supporting the foundation for our retail business. Associates have an immediate and direct impact on the success of The Black Tux through customer interactions, process ideation and improvement, and various special projects. We are looking for part-time associates who are available to work on two weekend days. What You'll Do You'll work on our first-class team to provide the amazing customer service in our retail showrooms You'll demonstrate extraordinary product knowledge and be capable of giving experienced style advice You'll focus on communicating The Black Tux's values and brand philosophy to new and returning customers You continuously strive think up innovative ways to reinvent the retail experience for our customers Who You Are You're excited to work in a dynamic, high-growth startup environment You're experienced with customers and motivated to help them through the rental process from start to finish You love being organized and have an eye for the details You place high value on being a self-starter with an entrepreneurial spirit You'd describe yourself as positive, passionate about fashion, high energy, and eager to learn We’re an equal opportunity employer to all. We interview and hire applicants of all backgrounds, orientations, expressions, and identities."
3230,Machine Learning, Machine Learning Engineering Manager,"ServiceNow is changing the way people work. With a service-orientation toward the activities, tasks and processes that make up day-to-day work life, we help the modern enterprise operate faster and be more scalable than ever before. If you thought you knew about ServiceNow and what we do, take a look again! Our products lines are diverse and robust. The Enterprise Cloud is dynamic, scalable to billions of transactions weekly, and global in scope and size. As a part of the core Platform as a Service offering, the Intelligent Automation Development team is building the core machine learning/AI/predictive analytics technology that will power revenue generating business use-cases using customer data to predict desired outcomes automatically; hence delivering a manifold increase in productivity of business processes of ServiceNow customers. The team focuses on operationalizing machine learning and predictive analytics use cases for all ServiceNow business applications. We employ only the brightest and most forward-thinking predictive analytics developers on the planet. We have offices in Chicago, San Diego, San Francisco and Santa Clara and work as a distributed team. Come join the Intelligent Automation team and make your mark in the most challenging problem area - helping customer derive the insights from their own data on ServiceNow platform for enterprise applications, each customer at a time! What you get to do in this role: Machine Learning team in ServiceNow is looking for a new leader for enhancing its automation capabilities and providing new offerings to help take us to the next level in enabling people to automate processes. This is a very strategic position for our company. As a Manager in ServiceNow’s machine learning group you will be in a position to hire the best team possible, influence product direction, define architecture and ensure quality of product that eventually makes it to our customers. The right person for this role should be ready to scale out a high performing team of software developers. The candidate is expected to be very hands-on, not just getting deep into the technical details but truly leading efforts and knowing directionally where the team needs to go. Success will require becoming fluent in the ins and outs of the ServiceNow Machine Learning platform, handling multiple competing priorities in a fast-paced environment and strong leadership skills. The candidate should to be able to plan and coordinate complex discussions across teams; working with technical and non-technical users to ensure our goal of becoming the industry standard platform for no-code/low-code development. Best of all, you get to help define and staff our new Chicago office for Machine Learning team. In order to be successful in this role, we need someone who has: Ability to create high performance, scalable systems Strong problem-solving, debugging skills and an aptitude for learning new technologies A working knowledge of machine learning and natural language processing is critical for success. Knowledge of java machine learning libraries (weka, dl4j, etc.) is a definite plus. A strong track record of project delivery for large, cross-functional, projects. Very strong technical skills with a proven record of strong architecture & design experience. Experience with Cloud Application Development Platforms Experience with ServiceNow Platform Experience working with a continuous integration continuous deployment environment Advanced Degree in Computer Science/Engineering or equivalent is a must. Management Skills Ability to lead by example (see technical skills) Ability to identify, recruit, cultivate and retain high performing software developers Ability to handle multiple competing priorities in a fast-paced environment. Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to a variety of audiences. We provide competitive compensation, generous benefits and a professional atmosphere. This is a very collaborative and inclusive work environment where individuals strong on aptitude and attitude will have an opportunity to grow their professional careers through working with some of the most advanced technology and talented developers in the business. This position is based in Chicago, IL with occasional travel to ServiceNow offices around the world."
3231,Machine Learning,"Director of Data Science (Machine Learning, AI)","A well known start up here in downtown Chicago is looking for a Director of Data Science to help build out the data science presence. They are looking for someone that has Machine Learning experience while helping manage a team of 2. Required Skills & Experience Python Machine Learning libraries Py-stack Desired Skills & Experience Deep Learning NLP Mentorship experience What You Will Be Doing Tech Breakdown 80% Machine Learning 20% Managment Daily Responsibilities 60% Hands On 40% Management Duties 100% Team Collaboration The Offer Competitive Salary: Up to $150k/year, DOE You will receive the following benefits: Medical Insurance & Health Savings Account (HSA) 401(k) Paid Sick Time Leave Pre-tax Commuter Benefit Applicants must be currently authorized to work in the United States on a full-time basis now and in the future. This position does not offer sponsorship. Workbridge Associates, part of the Motion Recruitment network, provides IT Staffing Solutions (Contract, Contract-to-Hire, and Direct Hire) across 11 major North American markets. Our unique expertise in today’s highest demand tech skill sets, paired with our deep networks and knowledge of our local technology markets, results in an exemplary track record with candidates and clients."
3232,Machine Learning,Long-term Microservices Contractor (Java/Machine-learning),"Tired of the startup life? Trying to make your money as an individual contributor with one of the country’s biggest insurance companies on a long term W2 contract? Look no further! The company has been able to implement microservices to develop a technically diverse, open source tech-stack where you’d be able to get your hands on a large spread of server side and data related technologies. Some of the most pressing projects involve collecting IoT data from embedded home devices and generating insurance quotes based on mobile pictures of car crash scenes. They like people comfortable with a lot of different tech exposure but expect to see Python, Java, Scala, AWS, Spark, and Machine Learning Required Skills & Experience 3+ years experience working with multithreaded OOP language Strong knowledge of applications’ server side and data layer Knowledge of Microservices architecture Strong exposure to AWS, AZURE, or Google cloud Machine Learning interest or exposure is a plus Desired Skills & Experience Experience with multiple languages in a plus Collaborative team player A CS Degree is a Plus Front end experience is a plus Prior involvement with a Monolithic to Microservices transition What You Will Be Doing 65% Hands On Development 15% Cloud/Infrastructure Management Duties 20% R&D The Offer Competitive Salary: Up to $80/hour, DOE You will receive the following benefits: Medical Insurance & Health Savings Account (HSA) 401(k) Paid Sick Time Leave Pre-tax Commuter Benefit Applicants must be currently authorized to work in United States on a full- time basis now and in the future. This position does not offer sponsorship. Jobspring Partners, part of the Motion Recruitment network, provides IT Staffing Solutions (Contract, Contract-to-Hire, and Direct Hire) across 10 major North American markets. Our unique expertise in today’s highest demand tech skill sets, paired with our deep networks and knowledge of our local technology markets, results in an exemplary track record with candidates and clients."
