ID,Query,Job Title,Description
550,Data Analyst,ENROLLMENT & DATA SERVICES ANALYST 1,"The Enrollment & Data Services Analyst I reports directly to the Enrollment and Data Services Supervisor. The Enrollment & Data Services Analyst serves as centralized point of contact for clients and is responsible for all below referenced duties related specifically to the Enrollment side of Enrollment and Data Services. Assists Enrollment and Data Services Analysts II and III with the establishment and maintenance of vendor relations, as well as management of eligibility submitted by these vendors via the EDI process. Enrollment and Data Services Analyst I should be articulate, possessing the written and verbal communication skills expected of an employee who communicates regularly with clients and vendors. Bilingualism is a plus but not required for the position. The incumbent must maintain all established service level standards and quality measures established for job function. Job Duties to include the following: Enrollment: Primary Enrollment Contact for Client Accounts Oversees implementation of client selected Enrollment Strategies for new and renewing groups Creates and distributes both internally and externally a summary of open enrollment activity such as enrollment transmittals, files, and ongoing deduction notifications Posts and communicates enrollment materials such as Benefit Guides and Summary of Benefits and Coverages according to company guidelines Communicates with clients and brokers as necessary both verbally and in writing as requested on any issues related to the enrollment processes Processes internal tasks via a proprietary task management system within set timing standards that relate to enrollment Performs regular updates to internal CRM (Customer Relationship Management) system to ensure effective documentation and record keeping is in place for internal parties to efficiently reference when needed Performs enrollment training such as train the trainer and training for external Client HR personal as assigned Takes part in Client welcome calls as requested by Account Management team Maintains online enrollment system as assigned Data Services (20%) Assists with ancillary vendor eligibility error reporting as assigned Assists with urgent escalations to vendors as assigned Performs regular audits of ancillary coverages as part of QC support Provides backup to team members by processing additional internal tasks via a proprietary task management system related to post-enrollment areas specific to data services Fulfillment Provides weekly backup to Fulfillment Associate to ensure third-tier backup is in place Backup responsibility of printing both pre- and post-sale fulfillment. Pre-sale fulfillment includes any marketing materials such as Proposals, Posters, Postcards, and Benefit Guides. Post-sale fulfillment includes any benefit information such as ID Cards and Summary of Benefits. Maintains printer system knowledge and be able to troubleshoot when issues arise. Other Duties as Assigned Serves as backup to other EDS Analysts as assigned Other duties, responsibilities , and special projects as may be assigned by management Requirements to include the following: Spanish language proficiency a plus Basic math skills required Ability to multi-task and prioritize heavy workflow Ability to do data entry with minimal errors Ability to create and maintain spreadsheets Excellent verbal and written communication skills Detail oriented Excellent organization and time management skills Must possess excellent computer skills and working knowledge of Microsoft Word and Excel Must be able to work on a diverse range of assignments within the assigned accountability area"
551,Data Analyst,Sales Data Analyst,"Lighter Capital [https://www.lightercapital.com/] is a Seattle based fintech company that has created a new fundraising path for early-stage tech companies. Our transparent, data-driven, tech-enabled process provides entrepreneurs revenue-based financing quickly without making them give up equity or board seats. We work with hundreds of visionary startup CEOs each year and our products are truly disrupting the start-up finance industry. Business is booming and we are looking for a talented Sales Data Analyst to join our Investment team. This position plays a key role in uncovering valuable sales pipeline and channel insights. This position reports into the Chief Investment Officer and is a great opportunity to grow your career in business operations and analytics! WHAT YOU’LL DO Utilize Salesforce and other data repositories to access, clean, prepare, analyze, and visualize data while carefully documenting all programs, datasets, and methodologies Prepare and deliver written and visual presentations, reports, or memos for internal stakeholders that communicate qualitative research and quantitative analysis in a simple, concise, and interpretable manner Collaborate with BI Analysts and Investment team leads and to develop dashboards for various datasets including sales pipelines, partnerships & referrals Collaborate with colleagues, leadership, and internal stakeholders to design, test, and analyze innovative initiatives Conduct descriptive, exploratory, and predictive analytics for the purpose of informing policy development, internal and external organizing campaigns, communications, and strategic decision making Maintain efficient QA processes to ensure the accuracy and quality of data DESIRED SKILLS & EXPERIENCE 2+ years of experience in a data analytics role Advanced proficiency with Excel, including knowledge of wide variety of formulas and demonstrated ability to sanitize and interpret messy data sets Analytical, data-driven mindset, with the ability to derive actionable insights from data Ability to apply insights to key business objectives Self-starter, strong sense of ownership, getting things done Strong written and verbal communication skills Bachelor’s degree, preferably in business, marketing, economy or statistics Passion for start-ups and an interest in sales and business operations ABOUT US We are smart, passionate and ambitious group of professionals who love coming to work every day - we hope you will too! We offer competitive salaries, pre- IPO equity, 100% covered medical insurance for employee and dependents, ORCA passes and a well-stocked office just steps from Westlake Center and Pike Place Market. Founded by Andy Sack, a Seattle-area entrepreneur and mentor to early-stage companies, Lighter Capital was one of the first lenders to use revenue-based financing to fund tech startups. Since 2012, we’ve provided over $110 million in growth capital to almost 250 startups. Our goal is to revolutionize the business of startup finance and help founders maintain control of their companies—and their destinies. Check out more about how it works here [https://www.lightercapital.com/how-it-works/]."
552,Data Analyst, Economic Data Analyst,"About the team Join our industry-leading Economic Research team bringing innovative analysis, creativity and excellence to the U.S. housing market. Our mission is to leverage Zillow’s unique proprietary data on American housing – often in combination with other public or private data – to answer Americans’ questions about the housing market and, often, the American economy more broadly. You’ll work in an informal, fun, collaborative atmosphere with a sharp and dynamic team that loves all things data and all things economics, but also has a diverse range of interests and skills. About the role Do you have a knack for leveraging data and economic insight to answer timely, real-world questions? Are you the Emergency Room doctor of Dismal Scientists – able to rapidly diagnose and propose a treatment plan to answer a wide range of economic questions, moving fluidly across research domains including housing, labor, macro and econometrics? Can you prioritize and focus on an immediate – even if partial – response while filtering out the superfluous or unnecessarily complicating noise? Do you love engaging with the current events and believe that economics must be applied to address people’s real questions and concerns? If so, Zillow has the role for you. Why Us Your work will be highly impactful. Research we do ends up in the nation’s most reputable publications as well as in public-facing tools used by millions of Zillow consumers. Your work will be intellectually engaged. Top-of-mind research questions change from day to day. While there are some constant threads in our work, our specific research topics evolve and adapt to the state of the housing market and the economy. You will never be bored. You will have the opportunity to develop your skills. Our team is a tremendous resource to each other. We have a tremendous range of analytical and technical skills and we love the opportunity to teach others. What You’ll Do: Work with vast amounts of public and private data to answer timely, real-world questions in a logical, accurate and accessible way. Respond to data requests and research questions from Zillow’s consumer and professional audience, and communicate these findings via public research briefs or private memos. Move fast and think big. Who you are A graduate degree in economics or other related field. Knowledge of econometrics and multivariate statistics and the ability to apply these skills. Experience with R and SQL or similar statistical software packages (e.g., Stata, SAS, Matlab, Python). Experience with data visualization software such as Tableau is an advantage. Record of applied research – published or unpublished – and the ability to independently plan and execute short research projects from start to finish on established timelines averaging around two weeks. Detail-oriented, analytical, and accurate. Insatiable intellectual curiosity. Get to know us Zillow Group houses a portfolio of the largest and most vibrant real estate and home-related brands on the web and mobile. Our mission is to build the largest, most trusted and vibrant home-related marketplace in the world. Zillow Group is owned, fueled and grown by innovators who help people make better, smarter decisions around all things home. We encourage one another at every level, and our efforts are supported by employee-driven, world-class benefits that enable us to enjoy our lives outside the office while building fulfilling careers that impact millions of individuals every day. _Zillow Group is an equal opportunity employer committed to fostering an inclusive, innovative environment with the best employees. Therefore, we provide employment opportunities without regard to age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, or any other protected status in accordance with applicable law. If there are preparations we can make to help ensure you have a comfortable and positive interview experience, please let us know._"
553,Data Analyst,Support Specialist - Electronic Data Interchange (EDI),"Job Description Looking to work hard with balance, where being able to contribute to a team is immensely important . . . but so is life after work and on weekends? Don't consider yourself an analyst, developer, or coder, but know you are up to a challenge and have proven that in other settings? We're much less concerned about labels than finding the right fit, long-term. EDI Support communicates with branches around the world, solving dozens of issues on a daily basis. Every day is a new challenge, whether that is a password reset or determining why our Electronic Data has stopped sending to a global client. We use logic to troubleshoot inconsistencies in our EDI translations, catching the small things and hunting down bugs. No one will tell you our job is easy, but we are serious about having fun and enjoying time with our teammates. It's fast paced, problem management in a 24/7 environment. Come prepared to learn, laugh with us, and provide the very best in customer service!"
554,Data Analyst,"Data Analyst, Research 8hrs/12mo - AI1819","BASIC FUNCTION: The purpose of the position is to provide data analysis and visualization support to the district. REPRESENTATIVE DUTIES: Analyzes and interprets student and institutional data using statistical techniques and collaborates with instructional technology, information technology, and other staff as needed. Identifies, analyzes, and interprets trends or patterns in complex data sets. Responds to district priorities around research projects, program evaluation, and data analysis. Identifies and communicates risks and issues in projects/programs initiated by the assigned departments and communicates this information to the relevant leadership. Prepares data displays to monitor district performance and present research results visually. Assists in the writing of reports resulting from research projects and analyses. Supports in development and maintenance of a performance management system. Supports schools and central office staff with data analysis to promote data literacy. Provides coaching for school and department data teams on innovations in data analysis and dashboard techniques. Filters and “cleans” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems. Uses data to create models that depict district trends across instruction and operation. Develops and implements data collection systems, data analytics and other strategies that optimize statistical efficiency and quality Merges data from primary or secondary data sources in order to create functional data systems to address district initiatives. OTHER JOB DUTIES: Attends workshops, conferences, and seminars related to the work; reads current professional publications. Assists the director in designing and conducting studies. Serves as a member of a cross-departmental research and data team. Performs related duties consistent with the scope and intent of the position as assigned. WORKING RELATIONSHIPS: Reports to the director of research. Interacts daily with district administrators and staff regarding data analysis and research. WORKING CONDITIONS: Requires substantial visual concentration; required to sit for prolonged periods; requires prolonged exposure to visual display terminals; occasionally required to deal with upset individuals; required to meet externally-imposed and inflexible deadlines; exposed to frequent interruptions to concentration; may be required to work long hours depending on work cycles. REQUIRED QUALIFICATIONS: Bachelor’s degree in education, psychology, statistics, or related field. Minimum of two (2) years of successful professional experience in psychology, statistics, research methods and/or other job-related occupations. Knowledge of effective research, data visualization, data utilization concepts. Minimum of three years using statistical software such as SPSS, Stata or R. Oral and written mastery of English including usage, grammar, spelling, punctuation, vocabulary, and composition. PREFERRED QUALIFICATIONS: Master’s degree in education, psychology, statistics, or related field. Experience working in a school district or other educational environment. Proficient in the use of Tableau. Knowledge of: Principles, practices, trends, goals, and objectives of public education. Best practices and technical aspects of educational research methods. Data visualization best practices and software (Tableau). Research methods and report writing techniques. Record-keeping techniques. Applicable federal, state, and local laws, codes, regulations, policies, procedures, and case law related to assigned activities. Business technology programs, procedures and methods, computer equipment, and computer software necessary to perform required duties. (eg. Excel, Word, Chrome, etc…). Ability to: Demonstrate leadership qualities in the development of a collaborative environment. Use SPSS/Stata or related software to conduct complex statistical analyses (e.g., ANOVA, multiple regression, multivariate analysis). Display results and data interpretations graphically using data visualization software. Operate technology hardware and software necessary to perform assigned duties/responsibilities. Communicate effectively, both orally and in writing. Write in a clear and concise manner for broad public appeal and interpretation. Present complex statistical information to groups using nontechnical explanations. Promote consensus in groups of individuals with diverse interests and values. Analyze complex situations and synthesize diverse information carefully and adopt an effective course of action. Work independently with minimum direction and supervision; work under pressure. Understand, analyze, and prepare comprehensive, narrative and statistical reports. Use effective customer service skills to establish and maintain cooperative and effective working relationships with district personnel, community members, and external companies and agencies in the course of performing assigned duties. Exhibit cultural competency and sensitivity with the ability to communicate effectively with all cultural groups in the organization. Allowable Substitutions Any combination of experience and training which provide the incumbent/applicant with the knowledge, skills, and ability required to perform the work, as determined by the district. Qualifying work experience, as identified by the assistant superintendent/chief human resources officer, may substitute for the education requirements.) Licensing and Certification None. EVALUATION: Evaluation responsibilities are assigned to the director of research. The statements contained herein reflect general details as necessary to describe the principal functions of this job, the level of knowledge and skill typically required and the scope of responsibility, but should not be considered an all inclusive listing of work requirements. Individuals may perform other duties as assigned including work in other functional areas to cover absences or relief, to equalize peak work periods or otherwise balance the workload. EEO CATEGORY: Professional FLSA STATUS: Exempt"
555,Data Analyst, Data Analyst 1- Marketing Operations,"Data Analyst 1- Marketing Operations - 347045 We are a specialty retailer offering the very best of what’s next in fashion for men, women and children since 1901. JOIN US WHERE IT ALL BEGAN. Whether you design clothes or business strategies, crunch numbers, lead projects or write code, we have a place for you at our Seattle headquarters. And we think Seattle is a pretty great place to live. More than just rainy days and coffee, Seattle has it all — mountains and beaches, arts and parks, music and film. It's made up of quirky neighborhoods, award-winning restaurants, and thriving industry. Come see for yourself! A day in the life… A Data Analyst 1 working with our Marketing Deployment Team is responsible for designing and executing marketing campaigns including targeting strategies and test designs. The analyst will use both data query and campaign tools to build marketing campaigns with a primary goal of matching marketing communications to the right customer at the right time. Our ideal candidate will have: Strong knowledge of SQL and relational databases required; knowledge of other coding languages (R, Python etc.) is preferred Ability to execute omni-channel campaigns and find the appropriate data sources to complete any requests for pre-analysis. Ability to handle ad hoc list execution or analysis requests with minimal supervision Execute simultaneous campaigns that are interdependent on each other, including complex test designs, multiple data sources, and sampling techniques Partner with other analytical teams to build channel and customer level tests Experience with campaign management software in order to execute campaigns. Assist with data requests for reporting and analysis produced by other Analytics & Marketing teams Interface with non-technical teams and help them to understand how to best fulfill their strategies using data Understand consumer behavior, purchase data, and digital information (particularly in the retail industry) and how to utilize this to understand customer needs Knowledge of the implementation, measurement and optimization of online paid media campaigns Proven ability to manage multiple small or medium-sized projects simultaneously, perform well under pressure, and be a team player You own this if you have… • Bachelor’s degree in quantitative field plus 2-3 years related experience 2+ years of experience in use and application of SQL Experience in using campaign management tools such as Unica, Salesforce Marketing Cloud or equivalent Experience working in a marketing organization Experience in the implementation, measurement and optimization of online paid media campaigns Experience with big data (Hadoop, Spark, etc.) We’ve got you covered… We offer a comprehensive benefits package that includes medical, vision and dental coverage, a fabulous merchandise discount, an employer-matched 401(k) plan and much more. _We are an equal opportunity employer committed to providing a diverse environment._ This job description is intended to describe the general nature of the work employees can expect within this particular job classification. It is certainly not a comprehensive inventory of all duties, responsibilities and qualifications required for this job. Job : Marketing/Advertising/PR/Visual Merchandising Date Posted : 07/20/2018, 11:46:59 PM Location : United States-Washington-Seattle"
556,Data Analyst,"Analyst, Pricing and Business Analysis","Job Description: Job Description As an Analyst, Pricing and Business Analysis, you will support executive leadership decisions by providing business recommendations anchored on solid financial, customer, and market insights. The nature of our job is varied, project-based and includes defining the business model and pricing strategies for services/products, performing customer segmentation analysis, and optimizing our sales-channel strategies. Responsibilities: Responsibilities: Requires competency in customer focus, change & innovation, strategic thinking, relationship building & influencing, talent management, results focus and inspirational leadership. Develop a deep understanding of industry, corporate, and customer drivers in order to conduct business performance optimization analysis Build comprehensive financial/quantitative models to evaluate pricing opportunities and their impact on T-Mobile’s overall portfolio value Provide analytical support by framing complex pricing problems, identifying variable relationship, distilling insights from data, and presenting findings Collaborate across functions, including finance, product management, corporate strategy and sales, to manage price factors that influence customer acquisition, retention and revenue Also responsible for other duties/projects assigned by business management Qualifications: Qualifications : 4+ years relevant experience with corporate strategy, management consulting, portfolio management or financial analysis Excellent problem-solving and teamwork skills Strong analytical skills to understand market movements, pricing, and overall financial levers/analysis Capability to prioritize and deliver on multiple thread of work without losing attention to detail or strategic perspective Ability to quickly learn new skills and methodologies Familiarity with structured programming language Ability to communicate analytical results to management in verbal and written form •Bacherlors•Economics, Finance, Engineering, or similar Minimum Qualifications : • At least 18 years of age.• Legally authorized to work in the United States.• High School Diploma or GED.• Pre-employment background screen. Company Profile: As America’s Un-carrier, T-Mobile US, Inc. (NASDAQ: “TMUS”) is redefining the way consumers and businesses buy wireless services through leading product and service innovation. The company’s advanced nationwide 4G and 4G LTE network delivers outstanding wireless experiences for customers who are unwilling to compromise on quality and value. Based in Bellevue, Washington, T-Mobile US provides services through its subsidiaries and operates its flagship brands, T-Mobile and MetroPCS. For more information, please visit http://www.t-mobile.com EOE Statement: We Take Equal Opportunity Seriously - By Choice T-Mobile USA, Inc. is an Equal Opportunity Employer. All decisions concerning the employment relationship will be made without regard to age, race, ethnicity, color, religion, creed, sex, sexual orientation, gender identity or expression, national origin, marital status, citizenship status, veteran status, the presence of any physical or mental disability, or any other status or characteristic protected by federal, state, or local law. Discrimination or harassment based upon any of these factors is wholly inconsistent with our Company values and will not be tolerated. Furthermore, such discrimination or harassment may violate federal, state, or local law."
557,Data Analyst,Game Data Analyst,"Come Play Since its founding in 2002, Big Fish has been the world’s largest producer and distributor of casual games, with titles which continuously land us at the top of app store charts. Big Fish is home to six individual studios, each with its own unique style of game-play. Together, we’re united under a common goal: to produce and develop the very best in mobile gaming and bring fun and entertainment to our millions of customers across the globe! The Mission Big Fish is seeking a skilled, positive, and passionate Data Analyst to join the Triton Studios team! The successful candidate enjoys combining analytic skills with business acumen to provide the game team peers with the data and insights that will drive our success. The Data Analyst works with key decision-makers on a daily basis as a data-driven advisor and partner on strategic issues. The candidate should enjoy both working with people and performing technical analyses. Responsibilities include: Work alongside the game development team to help define and recommend KPI's Monitor and provide reporting from key metrics across mobile social games Develop new insights and analyses that inform decisions and help us continue to improve gameplay Analyze game-specific data and pro-actively make recommendations to Product Managers, Game Producers, Game Designers and UX Designers Devise and run game-specific A/B tests to directly and indirectly drive KPI improvements Required experience Bachelor's degree or equivalent work experience in Computer Science or related discipline such as Statistics, Mathematics, Economics, etc. 3+ years of prior data analysis experience 2+ years of prior experience creating, maintaining, and optimizing (SQL) reporting ETL's Ability to change directions quickly based on business, project, and team needs Ability to effectively communicate complex findings and ideas simply Advanced SQL experience with ability to work on large scale datasets Drive quality improvements of team's code through reviews and feedback Experience using descriptive and inferential statistics to analyze and present findings Experience using visualization techniques for presenting data and analysis Experience working with business teams to identify and define problems Bonus Points Experience in mobile products and games industry Experience building Tableau dashboards and visualization Experience working with data in Python, R, or Spark Scripting for ETL development and automation Working knowledge of relational and dimensional data models _Want to discover more about life at Big Fish? Check us out on_ _TheMuse.com_ _. Be the next Big Fish in the Pond!_"
558,Data Analyst, Employee Benefits Data Analyst,"Overview Job Title: EB Data Analyst Department: Employee Benefits Reports To: President of Employee Benefits FLSA Status: Exempt Job Code: Account Executive Summary Designs risk management strategies and produces measureable outcomes through the use of data and technology. Responsibilities Essential Duties include the following. Other duties may be assigned. Analyzes benefits plan data to identify population risk, clinical and financial trends, and utilization trends. Works with sales and service team to develop actionable items to mitigate client claims costs. Creates/updates employer dashboard reports with summary clinical and financial data. Provides network, PBM, and claims data analysis, on a project basis. Works with carriers and other administrators to obtain data required for analysis. Develops new technologies and processes to measure risk, and quantify outcomes. Provides ad hoc queries to support sales and support teams. Enhances plan communications platform by leveraging technology. Supports sales and prospecting efforts in the Large Group Practice. Cultivates and manages relationships with third party administrators and insurance carriers regarding data. Presents plan performance reports to clients on an as needed basis. Assists in evaluating current product results; identifying needs to be filled; monitoring competitive options; analyzing and relaying customer experience. Provides team and client with appropriate timelines to ensure that expectations and turnaround times are met. Contributes to the team goals by accomplishing related projects. Updates job knowledge by participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations. Provides technical guidance and training to other team members as assigned. Qualifications To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Education and/or Experience Five or more years of industry experience or a Bachelor's degree (B. A.) from four-year College or university; or equivalent combination of education and experience. Degree in mathematics, computer science or actuary science is preferred. Language Skills Ability to read, analyze, and interpret general business periodicals, professional journals, technical procedures, or governmental regulations. Superior written and verbal skills. Ability to effectively present information and respond to questions from groups of managers, clients, customers, and the general public. Mathematical Skills Highly analytic and proficient in statistics and mathematics. Reasoning Ability Ability to define problems, collect data, establish facts, and draw valid conclusions. Ability to interpret an extensive variety of technical instructions in mathematical or diagram form and deal with several abstract and concrete variables. Other Skills and Abilities Ability to manage multiple projects simultaneously. Thorough knowledge of markets. Advanced knowledge of self-funded plans. Other Qualifications Life and Health license required. Must be willing to travel. Physical Demands The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this job, the employee is occasionally required to sit and talk or hear. The employee must occasionally lift and/or move up to 10 pounds."
559,Data Analyst,DATA ANALYST,"As a UW employee, you have a unique opportunity to change lives on our campuses, in our state and around the world. UW employees offer their boundless energy, creative problem solving skills and dedication to build stronger minds and a healthier world. UW faculty and staff also enjoy outstanding benefits, professional growth opportunities and unique resources in an environment noted for diversity, intellectual excitement, artistic pursuits and natural beauty. All of which has allowed the UW to be nationally recognized as a “Great College to Work For” for four consecutive years. The Institute for Health Metrics and Evaluation (IHME) is an independent research center at the University of Washington. Its mission is to monitor global health conditions and health systems, as well as to evaluate interventions, initiatives, and reforms. IHME carries out a range of projects within different research areas including: the Global Burden of Diseases, Injuries, and Risk Factors; Future Health Scenarios; Costs and Cost Effectiveness; Local Burden of Disease; Resource Tracking; and Impact Evaluations. The aim is to provide policymakers, donors, and researchers with the highest-quality quantitative evidence base to make decisions that achieve better health. IHME is hiring for multiple Data Analyst positions on a number of different teams. Placement onto a team is determined by specific needs of the team and candidates' qualifications. These positions position must develop an understanding of different research needs and analytic functions across multiple projects to best meet researcher needs. The Data Analyst must be able to independently translate requests into actionable results through interactions with research databases, formulation of displays of results, and development of complex code to be applied to a variety of quantitative data. The position calls for dexterity working with complex databases and the ability to assess, transform, and utilize quantitative data using multiple coding languages such (Stata, Python, R, SQL). The individual must then quality control results to ensure that other team members have exactly what they need to incorporate the data and results into their own components of the analytic process, presentations, and papers. Additionally, this position will work alongside other Data Analysts on complementary projects and will require knowledge and skill sharing and collective problem solving. Overall, the Data Analyst will be a critical member of an agile, dynamic research team. This position is contingent on project funding availability. Please note: These positions are open to U.S. Citizens and permanent residents; H1B visa sponsorship is not available. Research Teams for which Data Analyst positions are currently available include: _Global Burden of Diseases, Injuries, and Risk Factors enterprise (GBD)_ : A core research area for IHME is the Global Burden of Diseases, Injuries, and Risk Factors enterprise (GBD). A systematic, scientific effort to quantify the comparative magnitude of health loss due to diseases, injuries, and risk factors by age, sex, and geography over time, the GBD is the largest and most comprehensive effort to date to measure epidemiological levels and trends worldwide. The GBD’s aim is to provide policymakers, donors, and researchers with the highest-quality quantitative evidence base to make decisions that achieve better health. _Local Burden of Disease:_ IHME is seeking to revolutionize the way we track diseases around the world by developing innovative geospatial analytic methods to produce increasingly granular estimates of diseases and determinants. Just a few of the diseases this revolutionary work will touch on are pneumonia and its etiologies, diarrhea and its pathogens, malaria, HIV/AIDS, tuberculosis, Ebola, as well as select neglected tropical diseases. Through the development and use of geospatial techniques to synthesize information at the local level, and in partnership with key collaborators around the world, IHME will present results in interactive high-resolution maps to illuminate levels, trends, and disparities in health outcomes. _Central Computation_ : At the core of both the GBD and Geospatial Analysis is the need to take innovative analytic methods and devise ways to carry them out more easily and routinely. By creating and applying novel coding and computational solutions, the Data Analyst helps resolve thorny challenges to enable the timely and efficient production of high-caliber scientific and policy-relevant results. The solutions developed must allow databases, analytic engines, and creative data visualizations to function seamlessly with one another. _Resource Tracking_ _: The Financial Resources for Health (FRH) research team is a longstanding core research team at IHME whose focus is to systematically, scientifically track resources spent on health and measure their impact. This research covers both domestic and international financing and uses a wide variety of data and statistical processes. To create health spending and impact estimates, this position collects, cleans, and manages a diverse set of quantitative data including household surveys, global databases, censuses, literature, and administrative records. Relevant data include a range of topics: health financing, epidemiology, demography, health systems, and health outcome determinants and risk factors such as education, income, and air pollution._ _Forecasting and Cost Effectiveness:_ _This research area is to help policymakers, donors, ministries of health and public health workers to effectively apply and scale up interventions by empowering them to review and compare the relative costs, efficacy, and impact of potential interventions and the modulation of different factors to the health system. By empowering these stakeholders with the best possible understanding of both what the future might look like based upon current assumptions and allowing them to compare different scenarios over time we equip them to better understand the tradeoffs inherent in different resource allocation decisions today and into the future._ _Primary Data Collection_ _: IHME aims to provide the best possible quantitative evidence base to policymakers, donors, and researchers in order to make decisions that lead to better health. Often that means providing as complete a picture as possible of health in a particular country, drawing upon a wide array of secondary data sources and helping prepare and execute primary data collection processes and systems. The Data Analyst will be integral to creating instruments for data collection, corresponding with field teams, and contributing to data management, data verification, and the creation of graphics and tables for analysis. This position will help with data quality management through an intensive period of data collection and will be instrumental in helping to present the key summary results derived from the data._ _Responsibilities include:_ __ _Research command_ __ _Become familiar with substantive areas of expertise to understand the dimensions and uses of health data and the analytic underpinnings of different research streams._ _Work directly with researchers to identify the source of data used in models and results, understand the context of the data, and ensure that they are relevant to the analyses themselves._ _Create and document efficient, effective, and replicable methods for extracting data, developing code, organizing data sources, managing data quality, and explaining complex analytic processes._ _Data management and analytics_ __ _Problem-solve computational and analytic challenges by investigating the data, understanding the root questions, and coming up with alternative measurement strategies._ _Implement code solutions in order to answer analytic questions, perform diagnostics on results, and test and assess new methods._ _Maintain, update, and adapt databases containing health data from multiple sources such as surveys, vital registration systems, administrative records, and published studies relevant to demographic estimation_ _Maintain, update, and carry out routine but complex computational processes and statistical modeling that are central to generating estimates of key indicators._ _Execute queries on databases and resolve intricate questions in order to respond to the needs of senior researchers and external requests from collaborators, media, policymakers, donors, and other stakeholders._ _Bring together data, analytic engines, and data visualizations in one seamless computational process._ _Use protocols to identify problems with datasets and routine computational processes, rectify issues, and systematize data for future analyses_ _Transform and format data sets for use in ongoing analyses. Catalogue and incorporate these datasets into databases.Perform quality checks._ _General_ __ _Create tables, figures, and charts for presentations and publications._ _Provide referencing and other support for publications and presentations._ _Communicate clearly and effectively while contributing as a member of both the Institute._ _Work closely with other team members to assist with relevant tasks, facilitate learning new skills, and to help resolve emerging problems on different projects._ _Participate in overall community of the Institute, carrying out duties as required as team members with other Institute members._ _As a UW employee, you will enjoy generous benefits and work/life programs. For detailed information on Benefits for this position,_ _click here._ __ _REQUIREMENTS:_ __ _Bachelor's Degree in social sciences, engineering, computer science or related field plus two years' related experience or equivalent combination of education and experience._ _Additional Requirements:_ __ _Demonstrated success in developing code in R, Python, SQL, or other coding language._ _Interest in global health, population health, and/or ways in which quantitative research and data science can be used to create valuable global public goods._ _Demonstrated self-motivation, ability to absorb detailed information, flexibility, and ability to thrive in a fast-paced, energetic, highly creative and entrepreneurial environment._ _Ability to learn new information quickly and to apply analytic skills to better understand complex information in a systematic way._ _Strong quantitative aptitude._ _Equivalent education/experience will substitute for all minimum qualifications except when there are legal requirements, such as a license/certification/registration._ __ _CONDITIONS OF EMPLOYMENT_ __ _Weekend and evening work sometimes required._"
